country,year,donors,pop,pop.dens,gdp,gdp.lag,health,health.lag,pubhealth,roads,cerebvas,assault,external,txp.pop,world,opt,consent.law,consent.practice,consistent,ccode
Norway,1996,15.1,4381,1.35266147956033,26218,23868,2064.0,1892.0,6.6,58.2058890664232,689,10,394,0.228258388495777,SocDem,Out,Presumed,Informed,No,Nor
Norway,1997,15.1,4405,1.36007163146845,27784,26218,2179.0,2064.0,6.6,68.7854710556186,646,9,406,0.227014755959137,SocDem,Out,Presumed,Informed,No,Nor
Norway,1998,15.6,4432,1.36840805236507,27323,27784,2314.0,2179.0,7.2,79.4223826714802,639,10,408,0.225631768953069,SocDem,Out,Presumed,Informed,No,Nor
Norway,1999,15.5,4462,1.37767074225022,30005,27323,2561.0,2314.0,7.3,68.1308830121022,593,8,424,0.224114746750336,SocDem,Out,Presumed,Informed,No,Nor
Norway,2000,17.6,4491,1.38662467580585,35829,30005,2747.0,2561.0,6.5,75.9296370518815,554,12,412,0.222667557336896,SocDem,Out,Presumed,Informed,No,Nor
Norway,2001,14.4,4514,1.39372607138446,36554,35829,2946.0,2747.0,6.9,60.9215773150199,523,8,383,0.221533008418254,SocDem,Out,Presumed,Informed,No,Nor
Norway,2002,13.7,4538,1.40113622329258,35531,36554,3083.0,3258.0,7.4,68.3120317320406,492,4,354,0.220361392684002,SocDem,Out,Presumed,Informed,No,Nor
Norway,NA,NA,NA,NA,NA,35531,3220.0,3409.0,NA,NA,NA,NA,NA,NA,SocDem,Out,Presumed,Informed,No,Nor
Spain,NA,NA,38850,7.67801735212158,12971,12051,865.0,759.0,5.3,232.483912483912,862,9,453,0.720720720720721,NA,Out,Presumed,Informed,No,Spa
Spain,1991,20.2,38920,7.6918516176209,13754,12971,946.0,865.0,5.3,227.029804727646,856,9,441,0.719424460431655,NA,Out,Presumed,Informed,No,Spa
Spain,1992,21.7,39011,7.70983616277001,14331,13754,1035.0,946.0,5.6,200.405013970419,786,8,405,0.71774627669119,NA,Out,Presumed,Informed,No,Spa
Spain,1993,22.6,39096,7.72663491373347,14359,14331,1084.0,1035.0,5.8,163.085737671373,752,9,381,0.716185799058727,NA,Out,Presumed,Informed,No,Spa
Spain,1994,25.0,39166,7.74046917923279,15024,14359,1116.0,1084.0,5.6,143.338610018894,719,8,368,0.714905785630394,NA,Out,Presumed,Informed,No,Spa
Spain,1995,27.0,39223,7.75173422399652,15720,15024,1195.0,1116.0,5.5,146.57216429136,681,8,367,0.713866863829896,NA,Out,Presumed,Informed,No,Spa
Spain,1996,26.8,39279,7.76280163639598,16416,15720,1250.0,1195.0,5.5,139.565671223809,644,8,362,0.712849105119784,NA,Out,Presumed,Informed,No,Spa
Spain,1997,29.0,39348,7.77643826953102,17203,16416,1287.0,1250.0,5.4,142.421469960354,609,8,361,0.711599064755515,NA,Out,Presumed,Informed,No,Spa
Spain,1998,31.5,39453,7.79718966778,18332,17203,1371.0,1287.0,5.4,150.989785314171,597,8,366,0.70970521886802,NA,Out,Presumed,Informed,No,Spa
Spain,1999,33.4,39626,7.83138006679974,19546,18332,1467.0,1371.0,5.4,144.803916620401,587,8,351,0.706606773330641,NA,Out,Presumed,Informed,No,Spa
Spain,2000,33.9,40614,8.0266408427044,20017,19546,1493.0,1467.0,5.3,142.2169695179,530,9,349,0.689417442261289,NA,Out,Presumed,Informed,No,Spa
Spain,2001,32.5,41201,8.1426510405344,20864,20017,1567.0,1493.0,5.4,133.880245625106,473,10,347,0.679595155457392,NA,Out,Presumed,Informed,No,Spa
Spain,2002,33.7,41874,8.27565762169213,21592,20864,1646.0,1567.0,5.4,127.692601614367,416,11,345,0.668672684720829,NA,Out,Presumed,Informed,No,Spa
Spain,NA,NA,NA,NA,NA,21592,1725.0,1646.0,NA,NA,NA,NA,NA,NA,NA,Out,Presumed,Informed,No,Spa
Sweden,NA,NA,8559,1.90216908169615,18660,17915,1566.0,1497.0,7.5,99.0769949760486,669,12,468,0.701016473887136,SocDem,Out,Presumed,Informed,No,Swe
Sweden,1991,16.4,8617,1.9150591163659,19000,18660,1552.0,1566.0,7.2,89.5903446675177,670,14,454,0.696298015550656,SocDem,Out,Presumed,Informed,No,Swe
Sweden,1992,14.9,8668,1.9263934571962,19116,19000,1594.0,1552.0,7.3,85.9483156437471,648,13,419,0.692201199815413,SocDem,Out,Presumed,Informed,No,Swe
Sweden,1993,15.2,8719,1.93772779802649,19063,19116,1637.0,1594.0,7.5,87.0512673471729,632,12,407,0.688152311044845,SocDem,Out,Presumed,Informed,No,Swe
Sweden,1994,12.8,8781,1.9515068006045,20132,19063,1648.0,1637.0,7.1,71.9735793189842,605,12,421,0.683293474547318,SocDem,Out,Presumed,Informed,No,Swe
Sweden,1995,13.0,8827,1.96172993154947,21290,20132,1733.0,1648.0,7.1,66.7270873456441,587,10,379,0.679732638495525,SocDem,Out,Presumed,Informed,No,Swe
Sweden,1996,11.9,8841,1.96484131922838,22029,21290,1845.0,1733.0,7.3,64.6985635109151,585,12,363,0.678656260604004,SocDem,Out,Presumed,Informed,No,Swe
Sweden,1997,12.6,8846,1.9659525291137,22756,22029,1870.0,1845.0,7.1,60.705403572236,591,10,366,0.678272665611576,SocDem,Out,Presumed,Informed,No,Swe
Sweden,1998,14.6,8851,1.96706373899902,23525,22756,1961.0,1870.0,7.2,61.123036944978,588,11,368,0.677889504010846,SocDem,Out,Presumed,Informed,No,Swe
Sweden,1999,12.1,8858,1.96861943283847,25099,23525,2119.0,1961.0,7.2,59.9458116956424,571,12,355,0.677353804470535,SocDem,Out,Presumed,Informed,No,Swe
Sweden,2000,10.9,8872,1.97173082051738,26574,25099,2243.0,2119.0,7.2,65.3742110009017,555,10,352,0.676284941388638,SocDem,Out,Presumed,Informed,No,Swe
Sweden,2001,12.1,8896,1.97706462796693,26902,26574,2370.0,2243.0,7.5,65.535071942446,531,9,382,0.674460431654676,SocDem,Out,Presumed,Informed,No,Swe
Sweden,2002,11.0,8925,1.9835096453018,27255,26902,2517.0,2370.0,7.9,62.7450980392157,507,8,412,0.672268907563025,SocDem,Out,Presumed,Informed,No,Swe
Sweden,NA,NA,NA,NA,NA,27255,2664.0,2517.0,NA,NA,NA,NA,NA,NA,SocDem,Out,Presumed,Informed,No,Swe
Switzerland,NA,NA,6712,16.2557519980625,24648,23009,2040.0,1915.0,4.3,142.133492252682,545,13,638,1.04290822407628,Corporatist,NA,Presumed,Informed,No,Swiz
Switzerland,1991,15.6,6797,16.4616129813514,24879,24648,2220.0,2040.0,4.7,126.526408709725,507,13,637,1.02986611740474,Corporatist,NA,Presumed,Informed,No,Swiz
Switzerland,1992,14.8,6875,16.650520707193,25135,24879,2345.0,2220.0,5.0,121.309090909091,492,14,605,1.01818181818182,Corporatist,NA,Presumed,Informed,No,Swiz
Switzerland,1993,16.6,6938,16.8031000242189,25316,25135,2384.0,2345.0,5.1,104.20870567887,477,16,558,1.00893629287979,Corporatist,NA,Presumed,Informed,No,Swiz
Switzerland,1994,15.9,6994,16.9387260837975,25901,25316,2457.0,2384.0,5.1,97.0832141835859,466,13,562,1.0008578781813,Corporatist,NA,Presumed,Informed,No,Swiz
Switzerland,1995,13.0,7041,17.0525550980867,26304,25901,2555.0,2457.0,5.2,98.2814941059509,441,10,443,0.994176963499503,Corporatist,NA,Presumed,Informed,No,Swiz
Switzerland,1996,12.57,7072,17.1276338096391,26180,26304,2654.0,2555.0,5.5,87.10407239819,414,11,417,0.989819004524887,Corporatist,NA,Presumed,Informed,No,Swiz
Switzerland,1997,14.28,7089,17.1688060062969,27675,26180,2812.0,2654.0,5.6,82.8043447594865,412,14,407,0.987445337847369,Corporatist,NA,Presumed,Informed,No,Swiz
Switzerland,1998,15.43,7110,17.2196657786389,28733,27675,2967.0,2812.0,5.7,83.9662447257384,390,8,400,0.984528832630098,Corporatist,NA,Presumed,Informed,No,Swiz
Switzerland,1999,14.42,7144,17.3020101719545,28562,28733,2985.0,2967.0,5.8,81.6069428891377,381,10,387,0.979843225083987,Corporatist,NA,Presumed,Informed,No,Swiz
Switzerland,2000,14.0,7184,17.3988859287963,29837,28562,3111.0,2985.0,5.8,82.4053452115813,354,8,409,0.974387527839644,Corporatist,NA,Presumed,Informed,No,Swiz
Switzerland,2001,13.19,7233,17.5175587309276,30134,29837,3288.0,3111.0,6.2,75.2108392091802,327,6,431,0.967786533941656,Corporatist,NA,Presumed,Informed,No,Swiz
Switzerland,2002,10.4,7290,17.6556066844272,30725,30134,3445.0,3288.0,6.5,70.3703703703704,300,4,453,0.960219478737997,Corporatist,NA,Presumed,Informed,No,Swiz
Switzerland,NA,NA,NA,NA,NA,30725,3602.0,3446.0,NA,NA,NA,NA,NA,NA,Corporatist,NA,Presumed,Informed,No,Swiz
United Kingdom,NA,NA,57238,23.5634597175909,16228,15804,977.0,940.0,5.0,94.3778608616653,858,7,326,0.716307348265139,Liberal,In,Informed,Informed,Yes,UK
United Kingdom,1991,14.2,57439,23.6462064138982,16729,16228,1079.0,977.0,5.4,82.7486550949703,860,7,311,0.713800727728547,Liberal,In,Informed,Informed,Yes,UK
United Kingdom,1992,14.4,57582,23.7050759540571,17110,16729,1184.0,1079.0,5.8,76.0480705776111,818,9,298,0.712028064325657,Liberal,In,Informed,Informed,Yes,UK
United Kingdom,1993,13.9,57711,23.7581820427319,17952,17110,1246.0,1184.0,5.9,68.5657846857618,759,12,288,0.710436485245447,Liberal,In,Informed,Informed,Yes,UK
United Kingdom,1994,14.2,57855,23.8174632579968,18994,17952,1331.0,1246.0,5.9,65.802437127301,721,10,283,0.708668222279838,Liberal,In,Informed,Informed,Yes,UK
United Kingdom,1995,14.4,58005,23.8792145238977,19998,18994,1393.0,1331.0,5.8,64.9081975691751,718,10,279,0.706835617619171,Liberal,In,Informed,Informed,Yes,UK
United Kingdom,1996,13.6,58139,23.9343789881026,20839,19998,1461.0,1393.0,5.8,64.5005934054593,698,9,279,0.705206487899689,Liberal,In,Informed,Informed,Yes,UK
United Kingdom,1997,13.4,58283,23.9936602033675,22442,20839,1535.0,1461.0,5.5,64.2211279446837,671,7,279,0.703464131908104,Liberal,In,Informed,Informed,Yes,UK
United Kingdom,1998,12.3,58440,24.0582931950105,23343,22442,1607.0,1535.0,5.5,61.2765229295003,660,7,274,0.701574264202601,Liberal,In,Informed,Informed,Yes,UK
United Kingdom,1999,12.1,58635,24.1385698406817,24086,23343,1725.0,1607.0,5.8,58.3781018163213,640,8,277,0.699241067621728,Liberal,In,Informed,Informed,Yes,UK
United Kingdom,2000,13.2,58817,24.2134947099749,25271,24086,1839.0,1725.0,5.9,60.8667562099393,620,9,280,0.69707737558869,Liberal,In,Informed,Informed,Yes,UK
United Kingdom,2001,13.2,59051,24.3098266847804,26720,25271,2012.0,1839.0,6.2,60.9303822119862,600,10,283,0.694315083571828,Liberal,In,Informed,Informed,Yes,UK
United Kingdom,2002,13.0,59232,24.3843398789675,27959,26720,2160.0,2012.0,6.4,60.4571853052404,580,11,286,0.692193408968125,Liberal,In,Informed,Informed,Yes,UK
United Kingdom,NA,NA,NA,NA,NA,27959,2308.0,2160.0,NA,NA,NA,NA,NA,NA,Liberal,In,Informed,Informed,Yes,UK
United States,NA,NA,249623,2.59238411937161,23038,22039,2738.0,2475.0,4.7,178.665427464617,474,97,576,1.09765526413832,Liberal,In,Informed,Informed,Yes,USA
United States,1991,17.89,252981,2.62725761209003,23443,23038,2957.0,2738.0,5.2,164.075562986944,457,103,565,1.08308529099023,Liberal,In,Informed,Informed,Yes,USA
United States,1992,17.62,256514,2.66394851434559,24411,23443,3165.0,2957.0,5.5,153.01309090342,447,99,545,1.06816781930031,Liberal,In,Informed,Informed,Yes,USA
United States,1993,18.7,259919,2.6993101113397,25327,24411,3357.0,3165.0,5.7,154.471200643277,454,101,559,1.05417456976981,Liberal,In,Informed,Informed,Yes,USA
United States,1994,19.38,263126,2.7326154392575,26578,25327,3500.0,3357.0,5.9,154.739554433997,453,96,553,1.0413262087365,Liberal,In,Informed,Informed,Yes,USA
United States,1995,20.14,266278,2.76534958132077,27559,26578,3655.0,3500.0,6.0,157.042639647286,457,88,546,1.02899976716064,Liberal,In,Informed,Informed,Yes,USA
United States,1996,20.1,269394,2.79770985627925,28772,27559,3792.0,3655.0,6.0,156.146759022101,452,80,535,1.01709763394879,Liberal,In,Informed,Informed,Yes,USA
United States,1997,20.09,272647,2.83149290327539,30283,28772,3939.0,3792.0,5.9,154.093021379293,443,75,526,1.00496246061758,Liberal,In,Informed,Informed,Yes,USA
United States,1998,21.0,275854,2.86479823119319,31612,30283,4096.0,3939.0,5.8,150.445525531622,428,68,519,0.993279053412312,Liberal,In,Informed,Informed,Yes,USA
United States,1999,20.87,279040,2.89788546996653,33016,31612,4298.0,4096.0,5.8,149.50186353211,440,64,514,0.981938073394495,Liberal,In,Informed,Informed,Yes,USA
United States,2000,21.21,282224,2.93095193834516,34590,33016,4538.0,4298.0,5.8,148.623079539656,432,61,499,0.970860026078576,Liberal,In,Informed,Informed,Yes,USA
United States,2001,21.31,285318,2.96308373896183,35118,34590,4869.0,4538.0,6.2,147.891124990362,424,58,484,0.960331980456894,Liberal,In,Informed,Informed,Yes,USA
United States,2002,21.47,288369,2.99476897609224,36006,35118,5267.0,4869.0,6.6,148.472963460011,416,55,469,0.950171481677989,Liberal,In,Informed,Informed,Yes,USA
United States,NA,NA,NA,NA,NA,36006,5665.0,5267.0,NA,NA,NA,NA,NA,NA,Liberal,In,Informed,Informed,Yes,USA
